YFR008W	0.0673	0.4314	0.1561
YGL048C	0.0012	0.3583	0.0033
YKR086W	0.0518	0.5251	0.0986
YOL011W	0.0218	0.3974	0.0548
YHR070W	0.0414	0.3356	0.1233
YHL019C	0.0315	0.3495	0.0901
YCL059C	0.0047	0.2992	0.0157
YPR023C	0.0338	0.3953	0.0856
YGL251C	0.059	0.4706	0.1253
YDL191W	0.0001	0.0711	0.001
YDR501W	0.0932	0.352	0.2648
YGL047W	0.0612	0.3487	0.1754
YJL131C	0.0617	0.4551	0.1355
YFL036W	0.0213	0.4265	0.0499
YGR057C	0.0131	0.3536	0.0372
YKR084C	0.0456	0.3697	0.1232
YLR226W	0.0227	0.313	0.0726
YMR004W	0.0411	0.3282	0.1252
YBR233W	0.0342	0.4013	0.0851
YBL087C	0.0002	0.1896	0.001
YMR028W	0.0528	0.3338	0.1582
YER180C-A	0.1772	0.5471	0.3239
YMR206W	0.0562	0.2482	0.2265
YKR102W	0.0413	0.4212	0.0981
YKL079W	0.0525	0.3977	0.132
YDR192C	0.1056	0.3697	0.2856
YNL243W	0.0096	0.3352	0.0287
YKL007W	0.0353	0.4096	0.0861
YCR072C	0.0101	0.3175	0.0319
YHR197W	0.0563	0.3943	0.1427
YOL137W	0.0348	0.4209	0.0828
YAL053W	0.008	0.349	0.023
YGR162W	0.0303	0.2916	0.104
YER091C-A	0.0	0.0	99.0
YLR012C	0.0406	0.3006	0.1352
YDR357C	0.0261	0.28	0.0934
YNL272C	0.0654	0.3505	0.1866
YPR192W	0.0223	0.3097	0.0718
YPR145W	0.0059	0.3178	0.0186
YER137C	0.0779	0.4335	0.1798
YML021C	0.043	0.3541	0.1214
YIL062C	0.0267	0.2002	0.1334
YOR328W	0.0366	0.4099	0.0893
YLR406C	0.0043	0.2875	0.0151
YLR335W	0.0975	0.4143	0.2354
YDR160W	0.0251	0.4528	0.0554
YBR153W	0.0669	0.4807	0.1392
YPL043W	0.0257	0.408	0.0631
YNL220W	0.0065	0.2695	0.0241
YLR135W	0.0931	0.3532	0.2636
YNL135C	0.0042	0.1116	0.0378
YIR032C	0.0647	0.3153	0.2053
YNL064C	0.0114	0.2907	0.039
YJR009C	0.0083	0.0905	0.0922
YMR209C	0.0005	0.4693	0.001
YOR228C	0.0634	0.3378	0.1878
YML074C	0.0321	0.3401	0.0944
YJL176C	0.0504	0.3665	0.1376
YMR066W	0.0917	0.4201	0.2183
YPL129W	0.0059	0.2588	0.023
YBL026W	0.0003	0.2804	0.001
YGL176C	0.1392	0.4192	0.332
YML081C-A	0.0092	0.4221	0.0217
YML077W	0.0093	0.3223	0.0288
YGL142C	0.0709	0.4519	0.1569
YGR019W	0.0172	0.2393	0.072
YGL083W	0.0571	0.4393	0.1299
YGL141W	0.0307	0.4377	0.0701
YER091C	0.0078	0.2429	0.0323
YDR284C	0.0335	0.3429	0.0977
YLR438W	0.011	0.3089	0.0357
YHR179W	0.0194	0.2881	0.0672
YDL160C-A	0.0928	0.4348	0.2135
YNL008C	0.0985	0.3936	0.2502
YGR060W	0.0038	0.1565	0.024
YDR244W	0.0632	0.4041	0.1565
YNR041C	0.0221	0.3826	0.0577
YJL105W	0.0582	0.3402	0.1712
YBR254C	0.0167	0.5157	0.0324
YGR241C	0.0467	0.344	0.1358
YNL274C	0.0274	0.4666	0.0588
YOR321W	0.0227	0.3634	0.0624
YFR014C	0.0357	0.3975	0.0897
YOR164C	0.0202	0.271	0.0745
YHR177W	0.093	0.4309	0.2159
YPR186C	0.0447	0.4036	0.1109
YML038C	0.0484	0.326	0.1484
YBL042C	0.0126	0.3925	0.032
YHR163W	0.05	0.4269	0.1171
YCL004W	0.0489	0.3014	0.1621
YHR171W	0.0464	0.4726	0.0982
YDR085C	0.123	0.393	0.3128
YPR129W	0.044	0.4506	0.0976
YLR098C	0.013	0.3167	0.0412
YDR453C	0.0419	0.7255	0.0578
YOR035C	0.0249	0.474	0.0525
YPL152W	0.0352	0.4114	0.0856
YLR439W	0.0352	0.4231	0.0832
YNL275W	0.0356	0.443	0.0803
YBR255W	0.0402	0.428	0.094
YLR392C	0.0382	0.4754	0.0804
YJR005W	0.0205	0.3677	0.0558
YPL118W	0.0181	0.3209	0.0564
YPR189W	0.0354	0.4344	0.0815
YBR260C	0.0197	0.398	0.0496
YHR128W	0.009	0.2582	0.0347
YKL185W	0.0372	0.3764	0.0989
YJR121W	0.0009	0.2503	0.0038
YNL268W	0.0275	0.3797	0.0724
YFL033C	0.0232	0.3693	0.0629
YOL139C	0.0002	0.1658	0.001
YNR023W	0.0686	0.4681	0.1465
YCR003W	0.0716	0.3035	0.2359
YAL018C	0.0269	0.4671	0.0576
YMR130W	0.055	0.3209	0.1713
YLR390W-A	0.0175	0.1888	0.0929
YDR374C	0.0642	0.4407	0.1457
YKL047W	0.0645	0.3259	0.1979
YPL131W	0.0001	0.066	0.001
YPR007C	0.055	0.421	0.1306
YHR039C	0.0124	0.3341	0.0372
YPL005W	0.0618	0.3965	0.1559
YGL154C	0.0949	0.3413	0.2779
YPL001W	0.0647	0.4612	0.1404
YLL050C	0.0039	0.2199	0.0178
YDL035C	0.0698	0.4031	0.173
YBR290W	0.0259	0.4258	0.0608
YJL049W	0.0939	0.5346	0.1757
YNL204C	0.036	0.5273	0.0683
YNR043W	0.0125	0.3143	0.0398
YER044C	0.0098	0.2333	0.0418
YKL055C	0.1068	0.386	0.2768
YFR050C	0.011	0.4328	0.0255
YCR023C	0.0359	0.3704	0.0968
YDL132W	0.0099	0.3966	0.0249
YLR432W	0.0094	0.3371	0.028
YDR350C	0.07	0.3747	0.1869
YLR342W	0.0109	0.422	0.0259
YDL080C	0.0118	0.392	0.0301
YLR295C	0.0469	0.3768	0.1244
YML041C	0.0169	0.4707	0.036
YGR110W	0.0381	0.4368	0.0872
YJL123C	0.0572	0.3839	0.1491
YIL084C	0.0157	0.5218	0.0302
YGL064C	0.0537	0.4461	0.1204
YPL038W	0.0354	0.385	0.092
YER013W	0.0331	0.3718	0.0889
YNR004W	0.058	0.5791	0.1002
YDR404C	0.0003	0.2893	0.001
YGR008C	0.019	0.5399	0.0351
YDR019C	0.0311	0.3776	0.0824
YGR086C	0.0068	0.2153	0.0314
YKR046C	0.0166	0.2869	0.058
YDL130W	0.0156	0.148	0.1051
YPL036W	0.0057	0.413	0.0137
YGL105W	0.0115	0.2235	0.0514
YOR020W-A	0.1067	0.4922	0.2168
YNL323W	0.0	0.014	0.001
YBR268W	0.0453	0.4733	0.0958
YLR191W	0.0405	0.4374	0.0926
YGR053C	0.0951	0.5863	0.1622
YOR313C	0.0819	0.4611	0.1777
YLR002C	0.0268	0.3421	0.0783
YHR173C	0.2853	0.3323	0.8586
YDL021W	0.0197	0.4342	0.0454
YGR193C	0.0803	0.2286	0.3514
YML122C	0.0417	0.1841	0.2264
YLL042C	0.0958	0.3194	0.3
YDR206W	0.0819	0.3906	0.2098
YNL167C	0.0526	0.4348	0.121
YIL052C	0.0002	0.2337	0.001
YOR012W	0.0705	0.3946	0.1787
YJL082W	0.0111	0.4464	0.0249
YOL096C	0.0274	0.4372	0.0626
YBR079C	0.0164	0.3521	0.0465
YBR286W	0.0306	0.3769	0.0811
YCL057W	0.0299	0.3708	0.0805
YER133W	0.0001	0.1461	0.001
YIL074C	0.0002	0.1818	0.001
YER095W	0.0073	0.2987	0.0245
YLR136C	0.0382	0.3613	0.1057
YJL069C	0.037	0.4272	0.0865
YPR112C	0.0381	0.4768	0.08
YER009W	0.0003	0.29	0.001
YCR060W	0.0572	0.3394	0.1685
YBR003W	0.0168	0.4634	0.0363
YML114C	0.0522	0.3876	0.1348
YBR161W	0.026	0.3268	0.0797
YOR258W	0.0882	0.5789	0.1524
YPR145C-A	0.0618	0.4537	0.1363
YLR011W	0.0823	0.4467	0.1844
YGL097W	0.0182	0.466	0.039
