YPL265W	0.0069	0.2722	0.0253
YJR010C-A	0.0413	0.2023	0.2042
YIL072W	0.0373	0.5155	0.0724
YPL090C	0.0043	0.0674	0.0644
YJR123W	0.0	0.0327	0.001
YBR014C	0.0162	0.0803	0.2018
YIL050W	0.0656	0.4405	0.1489
YMR074C	0.0211	0.2339	0.09
YFL037W	0.0003	0.2545	0.001
YBL081W	0.0553	0.3566	0.155
YBR180W	0.0466	0.5071	0.0919
YDR055W	0.0331	0.3402	0.0974
YER016W	0.0316	0.3794	0.0832
YIL002C	0.0095	0.3565	0.0266
NOSGD	0.0101	0.5659	0.0179
YBR237W	0.0542	0.4116	0.1316
YDL197C	0.1757	0.5016	0.3504
YLR052W	0.0263	0.2757	0.0953
YOL105C	0.0811	0.4094	0.1981
YOR361C	0.0142	0.363	0.039
YER164W	0.019	0.3834	0.0496
YLR292C	0.0102	0.349	0.0293
YCL038C	0.0195	0.3425	0.0568
YPR046W	0.0913	0.2554	0.3573
YIL088C	0.0243	0.4922	0.0494
YHR084W	0.029	0.4303	0.0675
YML004C	0.0309	0.3714	0.0832
YIL118W	0.0081	0.2822	0.0288
YDR373W	0.007	0.4665	0.0151
YPR033C	0.0323	0.3551	0.0909
YMR057C	0.201	0.1061	1.8941
YBR137W	0.0207	0.3687	0.0562
YOR301W	0.0628	0.3667	0.1713
YCL001W	0.0177	0.3252	0.0544
YCR063W	0.015	0.2166	0.0691
YJL133C-A	0.0145	0.5693	0.0254
YGR218W	0.004	0.3495	0.0115
YER155C	0.0283	0.3888	0.0728
YGL037C	0.017	0.2973	0.0573
YDL015C	0.0211	0.2327	0.0905
YAL039C	0.0258	0.2208	0.1171
YBR220C	0.0247	0.3882	0.0637
YMR296C	0.0131	0.3512	0.0372
YDR194C	0.0317	0.4756	0.0667
YHR011W	0.0525	0.3276	0.1602
YNL102W	0.0208	0.4176	0.0498
YAL037W	0.0629	0.4056	0.1551
YPL202C	0.0736	0.4679	0.1574
YLR414C	0.0359	0.4016	0.0894
YMR113W	0.0439	0.3754	0.1169
YMR310C	0.0501	0.3708	0.1352
YHR164C	0.0516	0.3901	0.1322
YBR085C-A	0.0138	0.2845	0.0483
