YMR278W	0.0297	0.3974	0.0746
YAL016W	0.0054	0.3222	0.0167
YKL134C	0.0233	0.3755	0.0619
YJL207C	0.0388	0.422	0.092
YPL125W	0.0176	0.3705	0.0475
YLR415C	0.1577	0.1727	0.9133
YDR529C	0.0201	0.3426	0.0586
YLR075W	0.0067	0.0682	0.0984
YDR120C	0.0173	0.4635	0.0373
YGL208W	0.0585	0.3541	0.1652
YOR001W	0.0714	0.4412	0.1617
YGL226C-A	0.0578	0.6592	0.0876
YFL001W	0.047	0.344	0.1367
YIR018W	0.0686	0.3852	0.1781
YBR067C	0.0234	0.348	0.0672
YKR037C	0.0136	0.4727	0.0288
YHR206W	0.0166	0.3542	0.0468
YOR304C-A	0.0486	0.3228	0.1507
YPL015C	0.0547	0.2345	0.2333
YNL195C	0.1638	0.5681	0.2883
YPL203W	0.0102	0.3196	0.0321
YOR019W	0.0769	0.4007	0.1919
YEL038W	0.0574	0.4535	0.1266
YDR525W-A	0.0135	0.3405	0.0395
YOL112W	0.0361	0.3464	0.1041
YDL166C	0.0194	0.4971	0.039
YML091C	0.218	0.2863	0.7613
YJR048W	0.0004	0.3546	0.001
YNL186W	0.0695	0.4687	0.1483
YMR035W	0.0286	0.3391	0.0843
YDR423C	0.0693	0.5607	0.1236
YJR059W	0.0235	0.3475	0.0677
YBL107C	0.0709	0.4062	0.1746
YMR189W	0.0258	0.3764	0.0686
YCR071C	0.0553	0.3301	0.1676
YKR069W	0.0336	0.3792	0.0886
YPR098C	0.0185	0.319	0.058
YDR263C	0.0595	0.3841	0.1548
YKL156W	0.0068	0.2868	0.0238
YPR082C	0.0124	0.2208	0.0561
YHR090C	0.0265	0.5484	0.0484
YOR152C	0.0299	0.2828	0.1059
YPL216W	0.1739	0.4784	0.3635
YDR083W	0.0404	0.333	0.1213
YDR351W	0.06	0.412	0.1458
YNL071W	0.0259	0.2734	0.0947
YOR080W	0.083	0.3411	0.2434
YAL036C	0.0053	0.3318	0.0161
YOR160W	0.0265	0.3796	0.0698
YPL240C	0.0064	0.3477	0.0184
YOR188W	0.0609	0.4356	0.1398
YDR104C	0.0603	0.4682	0.1287
YDR245W	0.0229	0.3797	0.0602
YOL095C	0.0442	0.4061	0.1088
YIL014W	0.0679	0.3484	0.1949
YER005W	0.0409	0.3375	0.1211
YJR013W	0.0598	0.3658	0.1634
YBR042C	0.0233	0.4748	0.0491
YCR014C	0.0859	0.3928	0.2187
YDR457W	0.0216	0.4233	0.0511
YOL149W	0.0278	0.3372	0.0825
YOL031C	0.0622	0.409	0.152
YKL140W	0.0183	0.4425	0.0414
YLR343W	0.0593	0.448	0.1324
YNL232W	0.0414	0.4039	0.1025
YML092C	0.002	0.2817	0.007
YGL025C	0.0593	0.3733	0.159
YLR003C	0.0463	0.4202	0.1102
YBR157C	0.0443	0.33	0.1342
YEL023C	0.045	0.3903	0.1152
YGR205W	0.0369	0.3989	0.0926
YDR293C	0.0155	0.4582	0.0338
YER015W	0.0262	0.4442	0.059
YKR064W	0.0576	0.4257	0.1354
YDR226W	0.009	0.2986	0.0301
YOL123W	0.0066	0.3092	0.0212
YOR207C	0.0027	0.4054	0.0068
YOL146W	0.0166	0.3899	0.0426
YDL174C	0.0201	0.4051	0.0497
YGR084C	0.0532	0.3218	0.1653
YPL135W	0.0217	0.2972	0.0729
YLL028W	0.0111	0.3286	0.0337
YAL020C	0.089	0.424	0.2099
YGR002C	0.0281	0.413	0.0681
YCL017C	0.0066	0.3407	0.0195
YDR158W	0.0066	0.3718	0.0178
YOR034C	0.0607	0.3701	0.1641
YER168C	0.0327	0.3651	0.0896
YEL017W	0.034	0.2518	0.1351
YKL178C	0.0386	0.4014	0.0962
YEL018W	0.0488	0.2961	0.1649
YDR113C	0.0871	0.4646	0.1875
YBR001C	0.0172	0.44	0.0392
YBL074C	0.0959	0.3754	0.2554
YIL008W	0.0057	0.1975	0.0289
YPR165W	0.0002	0.2048	0.001
YKL213C	0.0403	0.4564	0.0883
YCR010C	0.0005	0.4537	0.001
YPL215W	0.0284	0.3385	0.0839
YBL091C-A	0.1157	0.2885	0.4011
YML081W	0.0468	0.4738	0.0987
YAL033W	0.0267	0.2666	0.1002
YPR147C	0.0369	0.4231	0.0871
YAL041W	0.0143	0.3818	0.0374
YOR030W	0.0654	0.4236	0.1544
YBL015W	0.0028	0.3343	0.0082
YOR371C	0.0436	0.388	0.1124
YCR026C	0.0669	0.4454	0.1501
YKL027W	0.0252	0.4089	0.0617
YDR049W	0.0769	0.3484	0.2208
YJL092W	0.0387	0.487	0.0795
YOR125C	0.0286	0.4028	0.0711
YER141W	0.0298	0.396	0.0752
YDR532C	0.056	0.4674	0.1199
YIL066C	0.0082	0.4258	0.0194
